stimulus_id,transcript,title,description,upload_date,duration
csEi-PK7MRg,"Car Patrol Ride and Rescue Vehicles! Marshall, we need you! Transform from vehicle to rescue! Whoa, so many rescues! Put out the fire to save Chickaletta! Now, back to the vehicle! Car Patrol Ride and Rescue Vehicles from Spinmaster!",PAW Patrol Marshall's Ride 'N Rescue - Smyths Toys,"Race to adventure in Marshall’s Ride ‘n’ Rescue! This PAW Patrol fire truck opens up, transforming into an action-packed playset! Your child can unbox their Ride ‘n’ Rescue, and unfold to discover a scene straight out of PAW Patrol.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/paw-patrol/paw-patrol-marshall-s-ride-n-rescue/p/170274

Browse our PAW Patrol range at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/paw-patrol/c/SM06010350

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190904.0,24.0
0_qq7lzCDDY,Little live pets! Our new surprise chick is about to hatch! Who could it be? Hello little chick! You're so cute! Pat him and his chirps become songs just for you! Hop him back and he'll surprise again and again! Maybe yours will be gold and cheeky! Little live pets! Surprise chick!,Smyths Toys - Little Live Pets Surprise Chick House Series 2,"Place your Surprise Chick egg inside their house and keep them safe and sound as you carry them around! Watch in amazement as your chick hatches right before your very eyes. Listen to it tap and chirp inside the egg before it hatches out and starts to hop about! Once your super cute chick has hatched it can be rehatched again and again for endless fun! The more you pet your chick the more it will chirp and sing. Fold down the wall of your chick house and watch your chick explore! Its the best little nest in town! Includes exclusive Chick. 2 assorted - Twinkla the Starry Sky chick and Sprinkles the Doughnut chick. You might even find Dazzle the limited edition diamond chick!

Buy online here: https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/little-live-pets/little-live-pets-surprise-chick-house-series-2/p/160937

See full range here: https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/little-live-pets/c/SM06010453",20170801.0,24.0
31vOTp24YvM,"Discover Mickey's universe. Let's have a great day at Mickey's Treehouse! Zipline, elevator, hammock, secret slide and a swing! With the off-road vehicle we head to the lake. Perfect day for fishing, time for dinner! Mickey activates lights and sounds. Discover the new Mickey and Minnie game on DisneyJunior.co.uk. Mickey's Treehouse Adventure. Let's play with Mickey!",Smyths Toys - Mickey Outdoors,,20160922.0,24.0
JGIeTeNyau4,"G-E-L-A-R-T-I I wanna paint, I wanna gleam I wanna sparkle like a dream G-E-L-A-R-T-I I wanna paint some foil Introducing new Gelati foil stickers When you really wanna shine, you paint your own designs Reflect your style, share it with your friends",Smyths Toys - Gelarti Foil,,20130820.0,20.0
Iox6Ec-lalY,"Science and play technologic from Clementoni. Cyber robot ready for you to build and program. And with its special app, you can control your robot remotely and film it carrying out your commands. Discover engineering's biggest secrets in Mechanics Laboratory. Create your own models from more than 250 components.",Smyths Toys - Clementoni Science Museum Cyber Robot,"For Technology fans, Clementoni brings you a brand new and unique scientific kit with which to assemble a real robot, equipped with a Bluetooth module and as many as 4 play modes! Using the FREE app for tablet and smartphones developed by Clementoni you can programme the robots movements, lighting effects and sound effects!

Using your device, you will be able to display a simulation of the programmed command as it is being executed and you will also be able to control the robot in real time, as if you were using a remote control! Alternatively, the robots route can beset manually through an electronic card with buttons.

The included manual provides a wealth of information on robotics and electronics and will be an excellent educational tool for your little scientist. The concept, design, development and manufacturing of this product are done entirely by Clementoni in Italy.

Buy online at http://www.smythstoys.com/uk/en-gb/toys/science-technology-engineering-math-stem/c-981/technology/p-18538/clementoni-science-museum-cyber-robot/",20160719.0,22.0
Hr1VYagfVd4,"Hi Cooper here from Smiths Toy Stupid Stores and here I have the Playmobil City Action Floating Whale Watching Set. Let's take it out of the box and get it all set up. This set comes with five Playmobil figures. One seaplane, a boat that really floats, two whales, One dolphin a lot of cool accessories the plane will be a little watching set it's available now it's mystery",Playmobil City Action Floating Whale Watching Set - Smyths Toys,"Cooper dropped by to help us unbox the Playmobil Floating Whale Watching Set, and to tell us what you get in the box!

The Playmobil Whale Watching Set comes with a seaplane and a research boat that both float on water, a killer whale, dolphin and a large blue whale. The set includes 4 Playmobil figures and accessories.

Shop The Playmobil Whale Watching Set here: https://www.smythstoys.com/toys/construction-and-cars/playmobil/playmobil-exclusive-to-smyths-toys-superstores/playmobil-5920-city-action-floating-whale-watching-set/p/166975

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #Playmobil",20181203.0,39.0
_kAlM_uaGHg,Power Rangers Super Ninja Steel. It's time to power up. Rev up your ninja star and morph into Lion Fire mode. Blast your missiles. Show's over. The Lion Fire Battle Morpher. Unleash even more power by locking your Lion Fire ninja star into the Ninja Steel.,Power Rangers Super Ninja Steel - Smyths Toys,"Defeat the forces of evil with the Power Rangers Ninja Steel range, available now at Smyths Toys!

Power Rangers Super Ninja Steel Lion Fire Morpher: http://bit.ly/SuperNinjaSteelFireMorpher

Power Rangers DX Ninja Star Blade:
http://bit.ly/SuperNinjaSteelStarBlade

Shop the full Power Rangers Ninja Steel Range here: http://bit.ly/SuperNinjaSteelSmythsToys

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf",20180627.0,20.0
Ar7NHMpwVdg,"Baby Annabelle, she's my first love, and I'm her mom. She so loves me, and smiles with me. Baby Annabelle, it's time to sleep.",My First Baby Annabell Baby Moves,,20130306.0,20.0
c2kRrSKfXA0,"Turn, pop, build, pose! Capsule Chicks. One machine, five surprise capsules, one unique look. You can mix and remix your look with four fierce collections. Ramrock, Giga Glam, Control Alt Magic, and Sweet Circuits. There's over 4 billion combinations. So turn the dial and dial up your style. Capsule Chicks, each sold separately and built to be unique.",Capsule Chix Surprise Fashion Doll- Smyths Toys,"Let style surprise you with Capsule Chix! Fashionable android girls who are BUILT TO BE YOU- NIQUE! Build your very own one-of-a-kind doll by mixing and matching fashions and accessories to customize a look that's totally yours! Create YOU-NIQUE looks with different hair, faces, tops, bottoms, shoes and accessories. Let your YOU-NIQUE style run wild with the Capsule Chix Sweet Circuits Collection – fashion that’s all about Bold Candy Brights and Sugary Coatings! Style it up to make fashion that's sweet enough to eat!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/capsule-chix/capsule-chix-surprise-fashion-doll-%e2%80%93-sweet-circuits/p/177061
 📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190802.0,36.0
ChejKBT9FKU,The The The The The The The The The The The The The The The The The,LEGO Gabby's Dollhouse 10787 Kitty Fairy's Garden Party Set - Smyths Toys,"Shop here: https://www.smythstoys.com/ie/en-ie/toys/lego-and-bricks/lego-gabbys-dollhouse/lego-gabbys-dollhouse-10787-kitty-fairys-garden-party-set/p/222983

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20230823.0,22.0
uekI9YvEx7U,"Watch out! A giant T-Rex is loose in Hot Wheel City! Someone has to stop him! Help is on the way from all over Hot Wheel City! Yikes! Just missed him! Time to take him down! Lights out, T-Rex! In Hot Wheel City, there's awesome around every corner! Sets come with one car. Adults assemble.",Hot Wheels City T-Rex Chomp Down Playset - Smyths Toys,"Knock out the dinosaur and save the day in the Hot Wheels City T-Rex Chomp-Down Playset! 

Available at Smyths Toys: https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/car-toys/hot-wheels/hot-wheels-playsets/hot-wheels-city-t-rex-chomp-down-playset/p/217603

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #hotwheels #trex",20230908.0,24.0
6SzJEn1-ewI,New Star Wars Forces of Destiny. You can save the universe using Princess Leia's quick thinking. Help Rey save her friends by tapping into the power of the Force. Play out your adventures with new Star Wars Forces of Destiny.,Smyths Toys - Star Wars Forces Of Destiny,"You can save the universe, using princess Leia's quick thinking and helping Rea save her friends by tapping into the power of the force.",20170821.0,20.0
_J7MxS0qcx8,"Laser X, the number one home laser tag game on the planet. Just dial up any color and you're ready to blast anyone. Team up with your own color or go rogue and blast them all. Laser X Revolution has lighting effects covering the entire blaster. An all new quick slide reload for fast paced play. Plus a 300 foot range to hit your mark. That's the length of a football field. Revolution works with all other LaserX gear. Inside or out. Day or night. LaserX.",Laser X Revolution Double Blaster Pack - Smyths Toys,"Laser X is the greatest home laser tag game on the planet. It’s like having your very own laser tag arena! Play inside or out, day or night.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/blasters-and-toy-guns/laser-x-revolution-double-blaster-pack/p/211190

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20220805.0,35.0
zK0E7S6D69U,"Check out the Ghoulish Monster High Makeup Case! Packed full of all the makeup you need to be one of the Ghoul Kids! With eyeshadows, nail polish, lip glosses, fake lashes and more! Freaky fabulous Frankie! The Monster High Makeup Set!",Smyths Toys - Monster High Frighteningly Fashionable Case,"Frighteningly fashionable case will get you and your ghouls looking scarily fabulous. Includes 3 x lip-gloss tubes, 3 x nail polish, 3 x lip crayons, 2 x quad eye shadow compacts, 1 x set of false lashes, 1 x sponge applicator, 1 x set of nail jewels, 2 x toe separators, 3 x nail buffers. Styles may vary.",20130917.0,20.0
-RQMCz7Wfmc,Pig goes pop! Throw the dice to pick a burger! Then pump the pig and watch him grow! It's a four! Feed him the burger! And pump and pump and pump and pump! Just don't be the one!,Smyths Toys - Pig Goes Pop Board Game,"Pig Goes Pop! It's tense, it's thrilling - it's the hilarious new pig popping kids action game. Pick a burger to feed the pig and pump up his tummy, but watch out or he could go pop! For 2 - 6 players.
Get it at http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-564/childrens-board-games/p-1265/pig-goes-pop-board-game/",20140909.0,20.0
-3_EtMp6-kM,"Light up the action with the Tumbling Stunt RC car. Zoom across any surface, performing flips and lighting the way. Drive like a pro, launch into jumps and spin 360. The Tumbling Stunt RC car.",Tumbling Stunt RC Car - Smyths Toys,"Light up the action and drive like a pro with the Tumbling Stunt RC Car! These RC Cars perform cool stunts and have LEDs to light up the action. 

Available Now at Smyths Toys: https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/car-toys/radio-control-cars/remote-control-tumbling-stunt-car/p/165164

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20231025.0,20.0
ZMBsM-H3aa0,"You can join the DC Superhero Girls next adventure. Welcome to Training Day. Meet the newest DC Superhero Girl, Starfire. Harley Quinn's clowning around. Batgirls in target practice. Blast away. Bullseye. Who knew training could be this fun? Team up with the DC Superhero Girls. DC Superhero Girls Action Dolls.",Smyths Toys - DC Super Hero Girls 30cm Doll TV Ad,"This series of 30cm dolls comes with a fashionable outfit, reflecting the original superhero, with a teenage twist! 

When a botched lab experiment gave this wallflower the ability to control plants, her life changed forever. Now, she’s finally blossoming into her new life, and doing the best she can to adapt to her amazing new super powers.

Inspired by DC Super Hero Girls, which explores Super Hero High School, where DC heroes attend classes and deal with all the awkwardness of growing up... with the added stress of having superpowers!",20170323.0,25.0
aSNYMDcawhc,"Connects! If you can imagine it, you can build it! Start small like this robot! Or maybe this robot! How about a catapult? Nice shot! With Connects, there's no limit to your imagination! Design a rescue chopper that really moves! Whoa! It's up to you! With Connectct, you can build them small or big. Like, I mean, huge. Kinect, where creativity clicks. Sets each sold separately. Batteries are included. Most models can be built.",Smyths Toys - K'NEX Building Sets,"Build beyond and create with these K'NEX Building Sets!
Once the builder is done, use the re-usable storage container for builds in progress, or to hold the K'NEX rods and connectors.

See full range here: https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/k-nex/c/SM06010215",20170802.0,36.0
Sq8xlf1-Az8,"Buy, sell and trade your way to victory with Monopoly Classic! Play by colour or number and be the first to shout... Uno! Show off your vocabulary with Scrabble Classic! Draw seven tiles and compete to create the highest scoring words across the board! Get ready for a fast-paced game of description with Articulate! Describe it without saying the word and win the game! Board Games!",Family Board Games at Smyths Toys,"Nothing brings us together (or brings out our competitive sides!) like a family board game. At Smyths Toys Superstores, you can find a fantastic range of new and classic board games for kids!

Shop our full range of Family Board Games here: https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/board-games/family-board-games/c/SM0601061602

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #boardgames #christmasfun",20241018.0,30.0
UXHpuYTJjwY,"Build-a-Bot is your very own robot. Build-a-Bot, build it and it goes to bite. Come on, let's make a robot. I'm a Build-a-Bot and I'm really easy to make. You can even add your own personal touches too. Don't I look great? Feed me and watch me hop right to it. And put your hands together for our new Build-a-Bot characters. Bring us to life with a clap of your hands. Out now!",Build a Bot- Smyths Toys,"Have you ever wanted a puppy? You can now build your own Build-a-Bot Puppy - it’s easy! Build-a-Bot Puppy comes with 20+ parts. Easy to build with simple snap together components. Switch it on and watch it run and bark when you clap to activate! You can even take it apart, reassemble it or mix and match with the other characters. How it works - Easily build your own pet with simple snap together components, The Electronic motor allows your pet to hop across the table and over obstacles! Complete your creation with your very own sticker designs. Bring your pet to life with sound activation technology!

Purchase product at Smyths Toys: https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/other-action-figures-and-playsets/build-a-bot-puppy/p/167888",20180808.0,34.0
mpruO7ENMeU,"Now you can create an entire kingdom out of Quixels! Just make, spray, and forge your own mighty Quixels weapons! With metallic cubes, build up your design, one Quixel at a time! Blast them with water, and wow! Your Quixels have fused together! Make Quixel knights, weapons, warriors, and more! Quixel Kingdom Figures and play sets each sold separately!",Smyths Toys - Qixels Kingdom Castle Attack Playset,"Prepare for Battle! Qixels Kingdom is at risk of total destruction! Savage trolls have attacked King Qixels' castle and are trying to take control of the land! Help King Qixels build up his forces to defeat the trolls and regain power. The stage is set for the greatest battle that Qixels Kingdom has ever seen! Customize your castle the way you want, create any configuration you can imagine and then build your army of trolls, kings and dragons out Qixels! With metallic cubes found in this pack and everything you need to make, spray and play - all this Kingdom is waiting for is you!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/qixels/qixels-kingdom-castle-attack-playset/p/153808
Browse our range at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/qixels/c/SM06010125",20170705.0,24.0
XH0J3Cs3N6Q,"Introducing the SpyNet iCLOPS Video Magnifier. Connect it to your TV, scan the evidence with the iris lens, and project incredible 200 times magnified images onto your screen. From your pet dog to creepy crawlies. Magnify everything. SpyNet iCLOPS Video Magnifier from Jax.",Smyths Toys - Spy Net Spyclops,"Spy Net Spyclops will magnify anything up to 200 times and show it up close on your TV! Detect every bit of evidence from the hand held IRIS lens. Spy Net Spyclops recognises fingerprints, fabric, money, food and skin. Every good detective needs a Spy Net Spyclops to help solve the crimes.
Buy online at http://www.smythstoys.com/uk/en-gb/toys/construction-cars/c-417/spy-kits-walkie-talkies/p-20064/spy-net-spyclops/",20161025.0,24.0
EeCELVSwtBw,"All new Attacknids, Doomrazor and Strider, the ultimate radio-controlled blasting robots. They're all-terrain, go anywhere. Choose your blaster, clip on in seconds, discs, darts or spheres. Construct, customize, compete. Blast targets up to 50 feet or grab your blaster and go head to head. Man versus machine. Three hits. Attack Nid shutdown. Now with new combat lights and sounds. Aim for the Exploda armor and watch it blast off. Towering at 12 inches tall, the Attack Nids are a force that cannot be beaten.",Smyths Toys - Combat Creatures Doom Razor and Stryder,,20130930.0,45.0
PYt9gKMp7KA,"What's the scoop? Num Noms Lip Gloss Truck! Num Noms, Num Noms Lip Gloss Truck Num Noms Lip Gloss coming up! One! Pick cherry or vanilla Two! Add glitter sprinkles on there Three! Pour it and swirl it and mix it all together Lip gloss you can't wear Make your own scented lip gloss with the Num Noms Lip Gloss Truck",Num Noms Glitter Lipgloss Truck - Smyths Toys,"Num Noms Glitter Lip Gloss Truck includes everything you need to make your own glitter, flavoured lip gloss! Mix your own flavoured lip gloss with all new flavours: Cotton Candy, Birthday Cake and glitter sprinkles! Scoop the lip gloss into the truck and dispense it like soft serve ice cream into a Nom lip gloss sundae container. Perfect for sharing with friends!

Buy online at: https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/num-noms/num-noms-glitter-lipgloss-truck/p/8023916

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190326.0,23.0
j20IyEoICaM,"Sylvanian families. I went to the shop and I couldn't believe that Freya would be waiting for me. I imagined a story that never ends. A world of nature and happy friends. Good night, Freya. Hello, everyone.",Smyths Toys - Sylvanian Families Cosy Cottage Starter Home,,20140502.0,20.0
yIYOIXzvPlc,"I'm DJ B-Boxer. So cool, so cute. It's not the puff you want to keep on you. Stretch my head and hear me jam. Give me a squeeze and share my dance. Buck my nose, switch it up. Drop the lights, I'm a puss in puff. Hit my headphones, pick a song. Pat my paw, the beat's so strong. Throw some moves, groove right here. Add your voice, use it right here. Create a mix that moves you with DJ B-Boxer from VTech.",VTech DJ Beat Boxer - Smyths Toys,"Stroke and play music with me, the pawsome VTech DJ Beat Boxer! I’m a music-mixing pupster, so scratch my head, boop my nose and press my light up headphones to add layers of sounds to the music.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/interactive-pets/vtech-dj-beat-boxer/p/210392


📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20220818.0,35.0
SZl_Xt2tA1g,"It's a super colorful cafe where Play-Doh drinks are made your way Fill her up, spin and top with creams and sprinkles, please don't stop Imagine treats your own way, even put them on display Fill, spin, top, make Play-Doh drinks just like a book In a carrier to go With the Play-Doh Super Colorful Cafe Play Set Play-Doh, shaping imagination",Play-Doh Kitchen Creations Super Colourful Cafe Playset - Smyths Toys,"Get imaginations brewing with the Super Colourful Cafe Playset! This pretend play cafe set lets kids imagine creative Play-Doh drinks their way. Make the toy coffee maker fill the cups with colourful Play-Doh modelling compound, then spin and slide them to the topping station and add pretend whipped cream.

Shop the Play-Doh Kitchen Creations Super Colourful Cafe here: https://www.smythstoys.com/uk/en-gb/toys/arts-crafts-and-music/dough-and-clay/play-doh/play-doh-kitchen-creations-super-colourful-cafe-playset-with-20-pieces/p/210167

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #PlayDoh",20220824.0,24.0
rCb1tm-GCf8,"It's the horse from the Barbie Princess Adventure Movie! She lights up and prances her hooves! And she plays music! This one's her jam, right Barbie? Yeah! Barbie Prance and Shimmer Set and other dolls each sold separately. Princess Adventure Movie, not yet rated. You can be anything.",Barbie Princess Adventure Prance & Shimmer Horse - Smyths Toys,"Barbie dolls and toys inspired by Barbie Princess Adventure transport young dreamers to a faraway land where imagination reigns and no Barbie adventure would be complete without her horse! With three original songs from Barbie Princess Adventure, over 25 light and sound combinations and realistic actions like nuzzling and prancing, Barbie Prance & Shimmer Horse inspires endless imaginative fun.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/barbie/barbie-princess-adventure-prance-and-shimmer-horse/p/189317

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/barbie/c/SM06010403

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201009.0,24.0
TAEF71kf73k,"Equestria Girls Yeah Twilight sparkles A princess who shines Fluttershy, so sweet and kind Applejack has a country flair Rarity knows just what to wear Everyone wants Rainbow Dash on their side No one's more fun than Pinkie Pie We're Equestria Girls And we're here to shout",Smyths Toys - My Little Pony Equestria Girls with Accessories,,20140411.0,27.0
e9e64Tv_AzY,"Shimmer and Sparkle Wow! Check out these gorgeous all-in-one beauty bags full of your favourite make-up Shimmer and Sparkle, all-in-one beauty from Character",Shimmer 'n Sparkle All-in-One Beauty Make up Backpack - Smyths Toys,"Cute and compact make-up purse with eyeshadow, cheek colours, lip gloss and nail makeover accessories. Includes make-up applicators. With 20 different colours!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/cosmetics/shimmer-n-sparkle-all-in-one-beauty-make-up-backpack/p/176204
📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20191018.0,15.0
Fjhlc508hYk,"Fuzzykins, Fuzzykins Good morning Fuzzykins! What shall we wear today? Let's try something different! So cute! Time for school! Let's get to class! We all love to learn, colour and play! So much fun! Look! There's Postman Bird! Does anyone sell pizza? Yummy ice cream! Our favourite! Fuzzykins, Fuzzy Kings are cute as world you can imagine Available now at Smith's Toy Superstores",Fuzzikins Bedtime Animals Assortment - Smyths Toys,"Fuzzikins are adorable flocked creatures to colour and play. It's bed time for three adorable Cozy Cats, Dozy Dogs and Bedtime Bunnies. Each pack contains 3 characters. Colour them with the washable pens provided, then make them cozy in their sleeping bags. Fuzzikins Craft - A fuzzi world of fun and imagination!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/crafts/fuzzikins-bedtime-animals-assortment/p/181318
📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190910.0,36.0
oHATQMD1Ts8,"Doc Mcstuffins is here! Doc, our toys friends need you! Let's go with the RC Doc Mcstuffins Skateboard! This one of our toy friends has the flu! She's riding fast under your control! Doc Mcstuffins runs to visit her toys with a toy.",Smyths Toys - Doc McStuffins Remote Control Scooter,"Your little Doc McStuffin fan will have hours of enjoyment with this amazing Doc McStuffins RC Scooter. Drive Doc McStuffins around using the easy to use remote control, make her speed up. Doc McStuffins can then be taken off of her scooter so she can have a closer look at the toys. Great fun and a must have for all Doc McStuffins fans!
Get it now at http://www.smythstoys.com/uk/en-gb/toys/pre-school-electronic-learning/c-471/doc-mcstuffins/p-4946/disney-doc-mcstuffins-remote-control-scooter/",20141003.0,22.0
MxZOwsOUklI,"Thank you for watching. Place it comes with one vehicle, tracked and other vehicles each sold separately.",Hot Wheels Roll Out Raceway Track Set - Smyths Toys,"The Hot Wheels Roll Out Raceway Track Set combines racing and storage into one thrilling package! 

Buy online at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/hot-wheels/hot-wheels-playsets/hot-wheels-roll-out-raceway-track-set-and-car/p/197408

Browse our Hot Wheels range at https://www.smythstoys.com/uk/en-gb/toys/construction-and-cars/hot-wheels/c/SM06010210

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210520.0,40.0
2VAzRB9UBoc,"I love Num Noms! Get your polish on with Num Noms Nail Polish Maker! Nail Polish Maker! Smells so sweet! Make your own nail polish! What a treat! Pick your color! Mix strawberry in! Add glitter! Now spin, spin, spin! Wow! Polish nails! Add stickers! Sweet! Num Noms Nail Polish Maker! What a treat! Make your own nail polish with Num Noms Nail Polish Maker! I love Num Noms! You can collect them all!",Smyths Toys - Num Noms Nail Polish Maker,"Give your nails a scent-sational makeover with the Num Noms Nail Polish Maker! Mix your own scented nail polish with strawberry, blueberry, banana nail polish and glitter. Create your own scented colours, like Straw-Nana Pink! Perfect for sharing with friends!

Buy online at https://www.smythstoys.com/uk/en-gb/video-games-and-tablets/virtual-reality/virtual-reality-devices/vrse-jurassic-world/p/158925
Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/num-noms/c/SM06010472",20170927.0,34.0
uR-pPv0Q_tY,BabyBorn BabyBorn Your new bathtub is so fun BabyBorn Look at the lights Time for the shower Let's get you clean The duck wants to play It's time to get you dry BabyBorn's sister is almost ready too BabyBorn,BABY born Bath Bathtub - Smyths Toys,"Splish, splash… BABY born's favourite place is the bath! This little girl adores splashing around in her favourite tub and your little ones will love playing with it too!

Buy online at https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/baby-born/baby-born-bath-bathtub/p/211360

Browse our range at https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/baby-born/c/SM06010402

📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20220921.0,23.0
38DaHi69miM,"Kindi Kids! Yay! Let's go shopping! Let's go shopping at the Kindi Fun supermarket! Yay! Weigh your groceries, hit the checkout, and shop till you drop! So much fun! Kindi Kids, each sold separately. Yay! Let's go!",Kindi Kids Toddler Doll- Smyths Toys,"Meet the Kindi Kids! The cutest Pre-Schoolers you'll ever see. These adorable girls are full of fun and play! They love attending Rainbow Kindi. A place where every day is about playing and making friends!
Buy online at https://www.smythstoys.com/uk/en-gb/search/?text=Kindi
📹 Subscribe to the Smyths Toys YouTube channel 
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website  
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190802.0,19.0
